date,co,no,no2,o3,so2,pm2_5,pm10,nh3
12/3/2020,4112.2 µmole,86.7 µmole,55.5 µmole,0.9 µmole,59.6 µmole,411.8 µmole,483.6 µmole,20.0 µmole
12/3/2020,4058.8 µmole,92.1 µmole,58.3 µmole,4.4 µmole,70.6 µmole,409.5 µmole,481.2 µmole,22.6 µmole
12/3/2020,4432.7 µmole,93.9 µmole,76.1 µmole,11.0 µmole,87.7 µmole,438.3 µmole,518.4 µmole,31.7 µmole
12/3/2020,4913.3 µmole,75.1 µmole,117.9 µmole,27.9 µmole,114.4 µmole,499.7 µmole,586.3 µmole,37.0 µmole
12/3/2020,2216.3 µmole,13.6 µmole,82.3 µmole,118.7 µmole,156.4 µmole,331.3 µmole,368.3 µmole,11.3 µmole
12/3/2020,1922.6 µmole,7.4 µmole,69.2 µmole,163.1 µmole,145.0 µmole,311.1 µmole,343.4 µmole,9.5 µmole
12/3/2020,1976.0 µmole,5.7 µmole,72.7 µmole,183.1 µmole,154.5 µmole,306.7 µmole,339.4 µmole,10.4 µmole
12/3/2020,3578.2 µmole,13.4 µmole,142.6 µmole,108.7 µmole,158.3 µmole,396.5 µmole,454.3 µmole,29.1 µmole
12/3/2020,6034.9 µmole,43.8 µmole,219.4 µmole,22.9 µmole,158.3 µmole,546.5 µmole,640.2 µmole,52.7 µmole
12/3/2020,8224.5 µmole,118.0 µmole,241.3 µmole,0.8 µmole,183.1 µmole,661.5 µmole,784.0 µmole,81.1 µmole
12/3/2020,10040.3 µmole,180.6 µmole,235.8 µmole,0.0 µmole,225.1 µmole,774.3 µmole,922.9 µmole,116.5 µmole
12/3/2020,11535.7 µmole,207.4 µmole,222.1 µmole,0.0 µmole,232.7 µmole,901.5 µmole,1083.5 µmole,137.8 µmole
12/3/2020,12710.6 µmole,216.4 µmole,208.4 µmole,0.0 µmole,200.3 µmole,1017.9 µmole,1227.9 µmole,131.7 µmole
12/3/2020,13885.5 µmole,218.2 µmole,200.2 µmole,0.0 µmole,160.2 µmole,1140.7 µmole,1363.7 µmole,118.6 µmole
12/3/2020,14526.4 µmole,209.2 µmole,191.9 µmole,0.0 µmole,141.1 µmole,1229.2 µmole,1465.2 µmole,106.4 µmole
12/3/2020,13137.8 µmole,168.1 µmole,171.4 µmole,0.0 µmole,113.5 µmole,1154.9 µmole,1392.8 µmole,73.0 µmole
12/3/2020,10360.7 µmole,110.9 µmole,144.0 µmole,0.0 µmole,73.4 µmole,968.4 µmole,1176.3 µmole,38.0 µmole
12/3/2020,7904.1 µmole,65.3 µmole,117.9 µmole,0.0 µmole,48.6 µmole,829.6 µmole,996.3 µmole,20.3 µmole
12/3/2020,6355.3 µmole,35.8 µmole,100.1 µmole,0.0 µmole,37.2 µmole,749.7 µmole,879.0 µmole,15.5 µmole
12/3/2020,5554.2 µmole,22.1 µmole,89.1 µmole,0.0 µmole,34.3 µmole,717.8 µmole,819.9 µmole,15.5 µmole
12/3/2020,5340.6 µmole,21.0 µmole,81.6 µmole,0.0 µmole,33.4 µmole,716.9 µmole,805.9 µmole,15.7 µmole
12/4/2020,5287.2 µmole,25.9 µmole,75.4 µmole,0.0 µmole,32.9 µmole,716.8 µmole,798.3 µmole,16.1 µmole
12/4/2020,5661.0 µmole,45.6 µmole,70.6 µmole,0.0 µmole,37.7 µmole,733.4 µmole,816.8 µmole,19.0 µmole
12/4/2020,7370.0 µmole,108.2 µmole,74.0 µmole,0.0 µmole,51.5 µmole,821.1 µmole,924.9 µmole,23.8 µmole
12/4/2020,8865.4 µmole,171.7 µmole,89.1 µmole,0.6 µmole,61.0 µmole,879.8 µmole,991.1 µmole,28.6 µmole
12/4/2020,6515.5 µmole,82.3 µmole,122.0 µmole,9.7 µmole,65.8 µmole,694.8 µmole,771.8 µmole,32.2 µmole
12/4/2020,5981.5 µmole,46.1 µmole,138.5 µmole,37.2 µmole,77.3 µmole,667.7 µmole,742.0 µmole,38.0 µmole
12/4/2020,5661.0 µmole,21.7 µmole,139.8 µmole,104.4 µmole,90.6 µmole,683.5 µmole,756.9 µmole,38.0 µmole
12/4/2020,2029.4 µmole,4.1 µmole,52.8 µmole,211.7 µmole,118.3 µmole,364.7 µmole,390.9 µmole,7.6 µmole
12/4/2020,1482.0 µmole,3.0 µmole,40.8 µmole,220.3 µmole,94.4 µmole,275.0 µmole,294.8 µmole,7.5 µmole
12/4/2020,1455.3 µmole,3.0 µmole,49.4 µmole,226.0 µmole,103.0 µmole,268.0 µmole,288.0 µmole,8.9 µmole
12/4/2020,2590.2 µmole,6.9 µmole,119.3 µmole,157.4 µmole,141.1 µmole,337.2 µmole,374.1 µmole,21.0 µmole
12/4/2020,4753.1 µmole,20.6 µmole,233.1 µmole,46.5 µmole,181.2 µmole,454.1 µmole,521.3 µmole,37.0 µmole
12/4/2020,6835.9 µmole,65.3 µmole,293.4 µmole,1.9 µmole,188.8 µmole,545.6 µmole,640.7 µmole,48.1 µmole
12/4/2020,7904.1 µmole,85.8 µmole,301.6 µmole,0.0 µmole,179.3 µmole,603.8 µmole,721.3 µmole,57.8 µmole
12/4/2020,7156.4 µmole,56.8 µmole,249.5 µmole,0.0 µmole,150.7 µmole,630.0 µmole,748.4 µmole,61.3 µmole
12/4/2020,5767.8 µmole,16.5 µmole,194.7 µmole,3.1 µmole,113.5 µmole,617.2 µmole,717.7 µmole,55.7 µmole
12/4/2020,3952.0 µmole,0.0 µmole,106.9 µmole,62.2 µmole,80.1 µmole,537.7 µmole,608.3 µmole,42.6 µmole
12/4/2020,3364.6 µmole,0.0 µmole,80.9 µmole,67.2 µmole,59.6 µmole,510.4 µmole,573.5 µmole,40.0 µmole
12/4/2020,2937.3 µmole,0.0 µmole,70.6 µmole,67.2 µmole,44.4 µmole,484.0 µmole,534.9 µmole,25.6 µmole
12/4/2020,2403.3 µmole,0.0 µmole,52.8 µmole,81.5 µmole,33.4 µmole,453.4 µmole,489.5 µmole,12.3 µmole
12/4/2020,2029.4 µmole,0.0 µmole,34.6 µmole,97.3 µmole,26.2 µmole,427.5 µmole,454.7 µmole,7.4 µmole
12/4/2020,1815.8 µmole,0.0 µmole,25.4 µmole,104.4 µmole,22.9 µmole,409.8 µmole,433.2 µmole,5.8 µmole
12/4/2020,1735.7 µmole,0.0 µmole,21.8 µmole,104.4 µmole,21.9 µmole,398.9 µmole,420.8 µmole,5.1 µmole
12/4/2020,1695.6 µmole,0.0 µmole,20.6 µmole,103.0 µmole,21.5 µmole,394.8 µmole,416.0 µmole,4.8 µmole
12/5/2020,1735.7 µmole,0.0 µmole,21.6 µmole,100.1 µmole,21.2 µmole,395.8 µmole,417.0 µmole,4.7 µmole
12/5/2020,1895.9 µmole,0.0 µmole,28.1 µmole,89.4 µmole,23.1 µmole,404.5 µmole,428.1 µmole,6.0 µmole
12/5/2020,2296.5 µmole,0.0 µmole,47.3 µmole,66.5 µmole,29.6 µmole,423.6 µmole,454.8 µmole,9.3 µmole
12/5/2020,2616.9 µmole,1.5 µmole,67.2 µmole,49.4 µmole,37.2 µmole,429.3 µmole,466.5 µmole,11.8 µmole
12/5/2020,2536.8 µmole,5.8 µmole,62.4 µmole,61.5 µmole,41.5 µmole,411.2 µmole,448.4 µmole,13.6 µmole
12/5/2020,2349.9 µmole,7.7 µmole,54.2 µmole,83.7 µmole,44.8 µmole,391.3 µmole,428.2 µmole,17.0 µmole
12/5/2020,2162.9 µmole,6.7 µmole,50.0 µmole,115.9 µmole,51.5 µmole,379.4 µmole,414.4 µmole,18.0 µmole
12/5/2020,1482.0 µmole,4.4 µmole,43.5 µmole,167.4 µmole,87.7 µmole,304.4 µmole,327.0 µmole,10.4 µmole
12/5/2020,1308.4 µmole,3.9 µmole,45.2 µmole,186.0 µmole,104.0 µmole,285.4 µmole,305.2 µmole,8.9 µmole
12/5/2020,1241.7 µmole,3.2 µmole,47.3 µmole,194.6 µmole,114.4 µmole,275.6 µmole,294.7 µmole,8.9 µmole
12/5/2020,1735.7 µmole,4.1 µmole,74.7 µmole,154.5 µmole,114.4 µmole,286.4 µmole,312.9 µmole,15.6 µmole
12/5/2020,2723.7 µmole,4.0 µmole,119.3 µmole,88.0 µmole,92.5 µmole,318.5 µmole,358.7 µmole,25.1 µmole
12/5/2020,3631.6 µmole,3.4 µmole,164.5 µmole,20.2 µmole,71.5 µmole,338.8 µmole,389.2 µmole,32.4 µmole
12/5/2020,4219.1 µmole,17.0 µmole,170.0 µmole,0.3 µmole,62.0 µmole,360.6 µmole,419.9 µmole,39.5 µmole
12/5/2020,4058.8 µmole,11.6 µmole,154.9 µmole,1.1 µmole,58.2 µmole,378.0 µmole,440.1 µmole,42.6 µmole
12/5/2020,3337.9 µmole,1.0 µmole,122.0 µmole,19.9 µmole,52.0 µmole,373.1 µmole,427.7 µmole,38.5 µmole
12/5/2020,2483.4 µmole,0.0 µmole,76.8 µmole,55.1 µmole,43.9 µmole,353.5 µmole,395.9 µmole,29.9 µmole
12/5/2020,2296.5 µmole,0.0 µmole,63.8 µmole,57.2 µmole,37.2 µmole,357.9 µmole,398.4 µmole,23.8 µmole
12/5/2020,2109.5 µmole,0.0 µmole,57.6 µmole,55.8 µmole,30.5 µmole,357.4 µmole,393.7 µmole,15.7 µmole
12/5/2020,1842.5 µmole,0.0 µmole,48.0 µmole,57.2 µmole,23.4 µmole,347.8 µmole,376.9 µmole,8.9 µmole
12/5/2020,1682.3 µmole,0.0 µmole,38.7 µmole,58.7 µmole,20.3 µmole,347.0 µmole,372.4 µmole,6.5 µmole
12/5/2020,1602.2 µmole,0.0 µmole,32.6 µmole,57.2 µmole,18.6 µmole,351.5 µmole,375.7 µmole,5.5 µmole
12/5/2020,1588.8 µmole,0.0 µmole,30.5 µmole,52.9 µmole,18.4 µmole,358.0 µmole,382.5 µmole,5.3 µmole
12/5/2020,1602.2 µmole,0.0 µmole,30.2 µmole,46.5 µmole,18.1 µmole,364.8 µmole,389.8 µmole,5.3 µmole
12/6/2020,1642.2 µmole,0.0 µmole,32.6 µmole,36.8 µmole,18.4 µmole,370.2 µmole,396.1 µmole,5.6 µmole
12/6/2020,1869.2 µmole,0.5 µmole,42.2 µmole,21.3 µmole,21.5 µmole,386.2 µmole,416.2 µmole,7.5 µmole
12/6/2020,2510.1 µmole,9.8 µmole,57.6 µmole,2.2 µmole,29.8 µmole,420.9 µmole,462.0 µmole,11.5 µmole
12/6/2020,3150.9 µmole,33.1 µmole,59.6 µmole,1.8 µmole,37.7 µmole,447.9 µmole,499.2 µmole,15.5 µmole
12/6/2020,3471.4 µmole,45.6 µmole,60.3 µmole,7.9 µmole,43.4 µmole,455.9 µmole,512.8 µmole,19.3 µmole
12/6/2020,3685.0 µmole,44.3 µmole,70.6 µmole,19.3 µmole,50.6 µmole,462.3 µmole,523.4 µmole,25.8 µmole
12/6/2020,3685.0 µmole,32.2 µmole,89.1 µmole,44.4 µmole,62.0 µmole,476.3 µmole,537.4 µmole,29.4 µmole
12/6/2020,2162.9 µmole,12.0 µmole,71.3 µmole,101.6 µmole,95.4 µmole,330.7 µmole,363.2 µmole,18.8 µmole
12/6/2020,1895.9 µmole,7.9 µmole,67.9 µmole,137.3 µmole,100.1 µmole,302.9 µmole,333.1 µmole,16.2 µmole
12/6/2020,1922.6 µmole,5.9 µmole,72.7 µmole,165.9 µmole,108.7 µmole,319.5 µmole,351.8 µmole,16.5 µmole
12/6/2020,2643.6 µmole,6.3 µmole,109.7 µmole,140.2 µmole,115.4 µmole,367.3 µmole,412.2 µmole,23.1 µmole
12/6/2020,3898.6 µmole,6.7 µmole,171.4 µmole,70.1 µmole,109.7 µmole,437.3 µmole,501.9 µmole,31.7 µmole
12/6/2020,4966.7 µmole,11.6 µmole,211.1 µmole,8.3 µmole,93.5 µmole,490.0 µmole,568.2 µmole,38.0 µmole
12/6/2020,5661.0 µmole,25.5 µmole,205.6 µmole,0.0 µmole,85.8 µmole,548.1 µmole,636.7 µmole,46.1 µmole
12/6/2020,5661.0 µmole,14.5 µmole,189.2 µmole,0.7 µmole,76.3 µmole,590.1 µmole,684.1 µmole,48.6 µmole
12/6/2020,5073.6 µmole,2.0 µmole,153.5 µmole,10.9 µmole,62.0 µmole,595.3 µmole,687.3 µmole,37.0 µmole
12/6/2020,4379.3 µmole,0.0 µmole,113.8 µmole,33.6 µmole,50.6 µmole,580.1 µmole,662.6 µmole,23.1 µmole
12/6/2020,3898.6 µmole,0.0 µmole,93.2 µmole,41.1 µmole,46.3 µmole,563.6 µmole,640.7 µmole,16.1 µmole
12/6/2020,3231.1 µmole,0.0 µmole,75.4 µmole,45.8 µmole,42.0 µmole,517.2 µmole,581.9 µmole,9.0 µmole
12/6/2020,2376.6 µmole,0.0 µmole,54.8 µmole,57.2 µmole,37.2 µmole,453.2 µmole,500.1 µmole,4.3 µmole
12/6/2020,2109.5 µmole,0.0 µmole,48.7 µmole,53.6 µmole,32.4 µmole,427.0 µmole,466.5 µmole,4.5 µmole
12/6/2020,2029.4 µmole,0.0 µmole,45.9 µmole,47.2 µmole,29.1 µmole,411.7 µmole,448.4 µmole,4.9 µmole
12/6/2020,2002.7 µmole,0.0 µmole,44.6 µmole,40.4 µmole,27.2 µmole,396.2 µmole,432.0 µmole,5.3 µmole
12/6/2020,2029.4 µmole,0.0 µmole,45.2 µmole,32.5 µmole,26.2 µmole,391.3 µmole,426.7 µmole,5.4 µmole
12/7/2020,2109.5 µmole,0.2 µmole,48.7 µmole,22.2 µmole,26.5 µmole,394.7 µmole,430.5 µmole,5.9 µmole
12/7/2020,2456.7 µmole,4.3 µmole,58.3 µmole,7.0 µmole,31.0 µmole,416.8 µmole,458.2 µmole,8.6 µmole
12/7/2020,3311.2 µmole,27.9 µmole,63.1 µmole,0.1 µmole,41.0 µmole,464.9 µmole,521.8 µmole,13.7 µmole
12/7/2020,3845.2 µmole,49.6 µmole,67.2 µmole,1.6 µmole,47.7 µmole,488.0 µmole,552.9 µmole,15.7 µmole
12/7/2020,3471.4 µmole,39.8 µmole,72.0 µmole,11.6 µmole,54.4 µmole,457.7 µmole,515.9 µmole,16.7 µmole
12/7/2020,3257.8 µmole,29.5 µmole,74.7 µmole,32.5 µmole,63.9 µmole,449.7 µmole,506.3 µmole,21.3 µmole
12/7/2020,2777.1 µmole,15.9 µmole,70.6 µmole,75.1 µmole,77.3 µmole,431.1 µmole,480.1 µmole,21.5 µmole
12/7/2020,1468.7 µmole,4.0 µmole,37.0 µmole,161.7 µmole,71.5 µmole,315.4 µmole,341.7 µmole,8.1 µmole
12/7/2020,1241.7 µmole,2.5 µmole,28.8 µmole,186.0 µmole,63.9 µmole,285.9 µmole,307.9 µmole,7.0 µmole
12/7/2020,1228.3 µmole,2.2 µmole,30.2 µmole,194.6 µmole,65.8 µmole,277.5 µmole,298.8 µmole,8.2 µmole
12/7/2020,2430.0 µmole,7.3 µmole,86.4 µmole,124.5 µmole,75.3 µmole,331.9 µmole,373.3 µmole,23.1 µmole
12/7/2020,4325.9 µmole,23.9 µmole,159.0 µmole,32.9 µmole,83.9 µmole,420.7 µmole,491.7 µmole,39.0 µmole
12/7/2020,5981.5 µmole,76.9 µmole,178.2 µmole,1.1 µmole,86.8 µmole,487.6 µmole,580.9 µmole,51.2 µmole
12/7/2020,7583.6 µmole,128.8 µmole,181.0 µmole,0.0 µmole,96.3 µmole,571.0 µmole,688.6 µmole,67.9 µmole
12/7/2020,8651.7 µmole,146.6 µmole,172.7 µmole,0.0 µmole,100.1 µmole,661.6 µmole,806.1 µmole,81.1 µmole
12/7/2020,8865.4 µmole,135.9 µmole,154.9 µmole,0.0 µmole,92.5 µmole,721.5 µmole,882.7 µmole,78.0 µmole
12/7/2020,8758.6 µmole,123.4 µmole,137.1 µmole,0.0 µmole,81.1 µmole,758.0 µmole,921.1 µmole,59.8 µmole
12/7/2020,8651.7 µmole,114.4 µmole,123.4 µmole,0.0 µmole,73.4 µmole,782.9 µmole,944.1 µmole,46.1 µmole
12/7/2020,7904.1 µmole,102.8 µmole,111.0 µmole,0.0 µmole,58.7 µmole,741.3 µmole,883.8 µmole,30.4 µmole
12/7/2020,6515.5 µmole,79.6 µmole,98.7 µmole,0.0 µmole,40.1 µmole,638.4 µmole,746.5 µmole,16.5 µmole
12/7/2020,5447.4 µmole,59.9 µmole,87.1 µmole,0.0 µmole,33.4 µmole,567.5 µmole,653.2 µmole,12.8 µmole
12/7/2020,4859.9 µmole,48.3 µmole,76.8 µmole,0.0 µmole,31.0 µmole,534.0 µmole,610.4 µmole,11.5 µmole
12/7/2020,4539.5 µmole,44.3 µmole,65.8 µmole,0.0 µmole,30.5 µmole,518.2 µmole,591.9 µmole,11.0 µmole
12/7/2020,4325.9 µmole,44.3 µmole,56.9 µmole,0.0 µmole,30.0 µmole,510.8 µmole,582.7 µmole,10.6 µmole
12/8/2020,4325.9 µmole,49.6 µmole,52.1 µmole,0.0 µmole,30.3 µmole,514.7 µmole,586.5 µmole,11.2 µmole
12/8/2020,4913.3 µmole,74.2 µmole,49.4 µmole,0.0 µmole,38.6 µmole,559.3 µmole,642.3 µmole,16.2 µmole
12/8/2020,7263.2 µmole,150.2 µmole,50.7 µmole,0.0 µmole,57.7 µmole,710.0 µmole,831.1 µmole,26.1 µmole
12/8/2020,9933.5 µmole,250.3 µmole,56.9 µmole,0.2 µmole,70.6 µmole,873.4 µmole,1027.0 µmole,29.9 µmole
12/8/2020,8544.9 µmole,194.9 µmole,80.9 µmole,2.5 µmole,80.1 µmole,777.0 µmole,898.0 µmole,32.9 µmole
12/8/2020,9719.9 µmole,180.6 µmole,131.6 µmole,9.0 µmole,96.3 µmole,870.7 µmole,1005.4 µmole,44.6 µmole
12/8/2020,9613.0 µmole,96.6 µmole,219.4 µmole,40.8 µmole,107.8 µmole,926.5 µmole,1066.4 µmole,50.7 µmole
12/8/2020,2670.3 µmole,11.4 µmole,98.7 µmole,150.2 µmole,145.0 µmole,389.0 µmole,431.0 µmole,15.1 µmole
12/8/2020,2056.1 µmole,7.2 µmole,80.2 µmole,177.4 µmole,139.2 µmole,334.7 µmole,371.7 µmole,11.5 µmole
12/8/2020,2029.4 µmole,5.8 µmole,85.0 µmole,191.7 µmole,152.6 µmole,337.6 µmole,376.1 µmole,12.4 µmole
12/8/2020,3685.0 µmole,13.1 µmole,157.7 µmole,108.7 µmole,164.0 µmole,423.0 µmole,487.6 µmole,35.0 µmole
12/8/2020,6355.3 µmole,49.2 µmole,241.3 µmole,19.9 µmole,206.0 µmole,563.3 µmole,666.1 µmole,76.0 µmole
12/8/2020,8972.2 µmole,141.3 µmole,257.7 µmole,0.7 µmole,259.4 µmole,686.0 µmole,818.6 µmole,119.6 µmole
12/8/2020,11108.4 µmole,211.0 µmole,244.0 µmole,0.0 µmole,305.2 µmole,781.5 µmole,942.1 µmole,160.1 µmole
12/8/2020,12283.3 µmole,221.7 µmole,227.6 µmole,0.0 µmole,331.9 µmole,866.5 µmole,1058.8 µmole,196.6 µmole
12/8/2020,12710.6 µmole,203.9 µmole,219.4 µmole,0.0 µmole,335.7 µmole,940.7 µmole,1162.8 µmole,218.9 µmole
12/8/2020,12710.6 µmole,186.0 µmole,200.2 µmole,0.0 µmole,274.7 µmole,985.8 µmole,1224.7 µmole,196.6 µmole
12/8/2020,12710.6 µmole,178.8 µmole,181.0 µmole,0.0 µmole,200.3 µmole,1025.9 µmole,1266.5 µmole,160.1 µmole
12/8/2020,12390.1 µmole,177.0 µmole,167.3 µmole,0.0 µmole,141.1 µmole,1019.6 µmole,1243.5 µmole,122.6 µmole
12/8/2020,11428.8 µmole,169.9 µmole,154.9 µmole,0.0 µmole,94.4 µmole,958.5 µmole,1145.1 µmole,83.1 µmole
12/8/2020,10788.0 µmole,164.5 µmole,145.3 µmole,0.0 µmole,73.4 µmole,939.5 µmole,1101.8 µmole,61.3 µmole
12/8/2020,10681.2 µmole,166.3 µmole,134.4 µmole,0.0 µmole,64.9 µmole,953.6 µmole,1103.0 µmole,50.2 µmole
12/8/2020,10681.2 µmole,168.1 µmole,127.5 µmole,0.0 µmole,66.8 µmole,975.3 µmole,1119.1 µmole,47.1 µmole
12/8/2020,10360.7 µmole,164.5 µmole,122.0 µmole,0.0 µmole,76.3 µmole,976.8 µmole,1120.7 µmole,50.2 µmole
12/9/2020,9826.7 µmole,159.1 µmole,117.9 µmole,0.0 µmole,99.2 µmole,954.2 µmole,1098.1 µmole,64.3 µmole
12/9/2020,9506.2 µmole,162.7 µmole,112.4 µmole,0.0 µmole,125.9 µmole,929.9 µmole,1081.3 µmole,85.1 µmole
12/9/2020,11001.6 µmole,223.5 µmole,104.2 µmole,0.0 µmole,124.0 µmole,1022.9 µmole,1204.3 µmole,74.0 µmole
12/9/2020,12924.2 µmole,311.1 µmole,101.5 µmole,0.3 µmole,114.4 µmole,1121.4 µmole,1325.3 µmole,52.2 µmole
12/9/2020,8544.9 µmole,196.7 µmole,104.2 µmole,2.7 µmole,133.5 µmole,792.5 µmole,922.2 µmole,35.0 µmole
12/9/2020,7904.1 µmole,148.4 µmole,135.7 µmole,10.4 µmole,141.1 µmole,746.7 µmole,872.7 µmole,42.1 µmole
12/9/2020,7476.8 µmole,78.7 µmole,197.4 µmole,39.7 µmole,148.8 µmole,744.5 µmole,868.8 µmole,43.6 µmole
12/9/2020,3070.8 µmole,13.5 µmole,113.8 µmole,138.8 µmole,169.8 µmole,423.2 µmole,477.1 µmole,17.2 µmole
12/9/2020,2376.6 µmole,6.5 µmole,85.0 µmole,191.7 µmole,146.9 µmole,379.4 µmole,423.3 µmole,12.7 µmole
12/9/2020,2243.0 µmole,4.4 µmole,80.2 µmole,220.3 µmole,145.0 µmole,374.7 µmole,417.6 µmole,12.8 µmole
12/9/2020,3685.0 µmole,9.3 µmole,146.7 µmole,130.2 µmole,135.4 µmole,433.5 µmole,500.5 µmole,31.4 µmole
12/9/2020,6141.7 µmole,39.8 µmole,219.4 µmole,22.4 µmole,125.9 µmole,527.2 µmole,630.4 µmole,53.2 µmole
12/9/2020,8438.1 µmole,121.6 µmole,224.8 µmole,0.7 µmole,135.4 µmole,594.6 µmole,725.7 µmole,75.0 µmole
12/9/2020,10253.9 µmole,189.5 µmole,216.6 µmole,0.0 µmole,164.0 µmole,663.5 µmole,822.5 µmole,104.4 µmole
12/9/2020,11642.5 µmole,221.7 µmole,200.2 µmole,0.0 µmole,162.1 µmole,753.2 µmole,943.8 µmole,118.6 µmole
12/9/2020,12603.8 µmole,239.6 µmole,174.1 µmole,0.0 µmole,139.2 µmole,850.5 µmole,1072.7 µmole,106.4 µmole
12/9/2020,13244.6 µmole,246.8 µmole,149.4 µmole,0.0 µmole,127.8 µmole,934.2 µmole,1175.0 µmole,92.2 µmole
12/9/2020,12924.2 µmole,236.0 µmole,131.6 µmole,0.0 µmole,150.7 µmole,947.8 µmole,1196.1 µmole,110.5 µmole
12/9/2020,11001.6 µmole,198.5 µmole,122.0 µmole,0.0 µmole,158.3 µmole,822.0 µmole,1049.9 µmole,113.5 µmole
12/9/2020,8224.5 µmole,139.5 µmole,116.5 µmole,0.0 µmole,129.7 µmole,624.8 µmole,804.4 µmole,85.1 µmole
12/9/2020,6034.9 µmole,86.7 µmole,102.8 µmole,0.0 µmole,90.6 µmole,492.3 µmole,625.4 µmole,51.7 µmole
12/9/2020,4539.5 µmole,47.8 µmole,89.1 µmole,0.0 µmole,53.9 µmole,408.4 µmole,504.4 µmole,23.6 µmole
12/9/2020,3044.1 µmole,14.5 µmole,74.0 µmole,0.3 µmole,31.0 µmole,323.3 µmole,383.0 µmole,8.7 µmole
12/9/2020,2616.9 µmole,6.7 µmole,63.8 µmole,0.9 µmole,27.2 µmole,302.8 µmole,352.6 µmole,7.7 µmole
12/10/2020,2643.6 µmole,10.3 µmole,57.6 µmole,0.3 µmole,28.6 µmole,310.5 µmole,359.7 µmole,8.4 µmole
12/10/2020,3097.5 µmole,25.7 µmole,54.2 µmole,0.0 µmole,36.2 µmole,338.3 µmole,394.3 µmole,12.5 µmole
12/10/2020,4165.7 µmole,63.5 µmole,52.8 µmole,0.0 µmole,50.1 µmole,390.5 µmole,465.3 µmole,19.8 µmole
12/10/2020,4806.5 µmole,97.5 µmole,52.1 µmole,0.6 µmole,59.6 µmole,407.2 µmole,493.0 µmole,24.8 µmole
12/10/2020,4539.5 µmole,93.9 µmole,54.8 µmole,3.6 µmole,66.8 µmole,369.3 µmole,450.5 µmole,29.4 µmole
12/10/2020,4646.3 µmole,84.9 µmole,74.0 µmole,11.0 µmole,79.2 µmole,366.1 µmole,450.9 µmole,38.0 µmole
12/10/2020,4272.5 µmole,54.5 µmole,101.5 µmole,30.8 µmole,94.4 µmole,343.0 µmole,421.2 µmole,39.5 µmole
12/10/2020,2162.9 µmole,21.9 µmole,76.8 µmole,62.2 µmole,120.2 µmole,186.4 µmole,227.4 µmole,23.3 µmole
12/10/2020,1842.5 µmole,15.4 µmole,72.7 µmole,80.1 µmole,119.2 µmole,166.4 µmole,201.9 µmole,21.3 µmole
12/10/2020,1789.1 µmole,12.1 µmole,72.7 µmole,85.1 µmole,125.9 µmole,161.4 µmole,195.8 µmole,22.3 µmole
12/10/2020,3204.4 µmole,31.3 µmole,111.0 µmole,39.3 µmole,125.9 µmole,224.3 µmole,282.0 µmole,36.0 µmole
12/10/2020,5447.4 µmole,89.4 µmole,145.3 µmole,7.1 µmole,118.3 µmole,326.2 µmole,419.2 µmole,51.7 µmole
12/10/2020,7476.8 µmole,169.9 µmole,150.8 µmole,0.4 µmole,118.3 µmole,408.5 µmole,530.9 µmole,67.9 µmole
12/10/2020,9292.6 µmole,232.5 µmole,145.3 µmole,0.0 µmole,137.3 µmole,495.3 µmole,649.0 µmole,94.2 µmole
12/10/2020,10253.9 µmole,253.9 µmole,130.2 µmole,0.0 µmole,145.0 µmole,577.1 µmole,764.1 µmole,114.5 µmole
12/10/2020,10467.5 µmole,243.2 µmole,113.8 µmole,0.0 µmole,133.5 µmole,625.6 µmole,834.8 µmole,112.5 µmole
12/10/2020,10360.7 µmole,223.5 µmole,101.5 µmole,0.0 µmole,116.4 µmole,654.4 µmole,872.9 µmole,90.2 µmole
12/10/2020,9826.7 µmole,198.5 µmole,93.2 µmole,0.0 µmole,100.1 µmole,649.6 µmole,862.5 µmole,65.9 µmole
12/10/2020,8224.5 µmole,159.1 µmole,86.4 µmole,0.0 µmole,74.4 µmole,551.5 µmole,736.4 µmole,40.0 µmole
12/10/2020,5928.0 µmole,110.0 µmole,78.8 µmole,0.0 µmole,47.2 µmole,391.6 µmole,531.8 µmole,19.8 µmole
12/10/2020,4325.9 µmole,69.7 µmole,72.0 µmole,0.0 µmole,36.2 µmole,289.4 µmole,395.1 µmole,13.6 µmole
12/10/2020,3311.2 µmole,42.0 µmole,64.4 µmole,0.0 µmole,32.0 µmole,228.5 µmole,306.3 µmole,11.0 µmole
12/10/2020,2616.9 µmole,24.8 µmole,57.6 µmole,0.0 µmole,30.0 µmole,190.0 µmole,248.4 µmole,9.6 µmole
12/10/2020,2430.0 µmole,20.8 µmole,52.1 µmole,0.0 µmole,30.3 µmole,181.5 µmole,232.6 µmole,9.1 µmole
12/11/2020,2536.8 µmole,24.4 µmole,49.4 µmole,0.0 µmole,32.9 µmole,190.8 µmole,240.4 µmole,9.9 µmole
12/11/2020,3044.1 µmole,38.9 µmole,50.0 µmole,0.0 µmole,41.5 µmole,225.5 µmole,282.5 µmole,14.2 µmole
12/11/2020,4325.9 µmole,77.8 µmole,56.9 µmole,0.0 µmole,61.0 µmole,304.1 µmole,380.8 µmole,22.8 µmole
12/11/2020,5394.0 µmole,119.8 µmole,67.2 µmole,0.6 µmole,81.1 µmole,356.7 µmole,445.0 µmole,29.4 µmole
